State,District,Latitude,Longitude,Crop,Season,Year,Sowing_date,Harvest_date,Area_ha,Production_tonnes,Yield_t_per_ha,Rainfall_mm,Avg_Temperature_C,Humidity_%,Solar_Radiation_MJ_m2_day,Soil_pH,Soil_N_percent,Soil_P_ppm,Soil_K_ppm,Soil_organic_percent,Fertilizer_kg_per_ha,Irrigation_type,Irrigation_mm,NDVI,EVI,Pesticide_used,Previous_crop
Madhya Pradesh,Madhya Pradesh_Dist_10,16.764,79.893,Cotton,Kharif,2020,2020-06-27,2020-11-17,28.341,56.64,1.999,541.0,27.92,48.6,17.07,6.73,0.133,17.17,301.51,1.26,0.0,Drip,520.2,0.95,0.742919164237274,0,Cotton
Uttar Pradesh,Uttar Pradesh_Dist_21,27.789,74.791,Millet,Rabi,2010,2010-11-18,2011-03-13,83.068,215.845,2.598,92.0,27.83,39.3,21.13,7.57,0.29,44.65,373.93,4.81,134.0,Groundwater,597.3,0.8421638548453518,0.6854348500243095,0,Wheat
Punjab,Punjab_Dist_36,32.71,94.05,Millet,Kharif,2015,2015-07-28,2015-11-13,23.702,47.68,2.012,503.0,20.28,61.2,17.96,7.28,0.15,50.73,338.34,3.64,130.3,Drip,317.8,0.95,0.7829247489979568,1,Cotton
Bihar,Bihar_Dist_18,19.048,96.762,Wheat,Kharif,2016,2016-06-06,2016-09-19,177.495,1112.502,6.268,421.0,28.04,37.4,15.91,5.44,0.279,50.79,489.63,3.39,57.8,Groundwater,496.1,0.8622522388736557,0.6683390254816223,0,Soybean
Tamil Nadu,Tamil Nadu_Dist_20,19.3,79.063,Pulses,Kharif,2018,2018-06-06,2018-09-10,0.543,0.582,1.071,419.0,22.91,46.5,24.64,5.8,0.171,10.68,303.88,0.94,91.5,Rainfed,0.0,0.6804231543651491,0.586403979706161,1,Pulses
Andhra Pradesh,Andhra Pradesh_Dist_25,22.507,94.774,Maize,Rabi,2022,2022-10-01,2023-02-11,5.669,36.054,6.36,291.0,36.61,85.3,16.88,6.81,0.093,39.21,113.74,3.63,141.0,Drip,352.7,0.7565081672959076,0.6421750487220511,1,Millet
Tamil Nadu,Tamil Nadu_Dist_10,10.132,83.531,Maize,Kharif,2016,2016-07-22,2016-11-20,45.864,535.193,11.669,705.0,26.25,46.6,18.28,7.59,0.269,46.87,403.72,3.49,180.9,Canal,372.6,0.95,0.7455939482396489,1,Fallow
West Bengal,West Bengal_Dist_27,18.505,89.797,Pulses,Kharif,2017,2017-07-17,2017-12-08,19.236,46.434,2.414,505.0,18.81,69.1,20.65,5.62,0.15,36.11,408.6,0.6,213.4,Groundwater,877.1,0.95,0.7821569811760618,1,Pulses
Bihar,Bihar_Dist_20,18.251,78.452,Rice,Rabi,2016,2016-10-08,2017-04-19,24.951,194.291,7.787,185.0,17.84,48.8,9.08,7.2,0.207,24.94,184.05,2.34,98.5,Sprinkler,557.9,0.7723059350067156,0.6282429382195476,0,Wheat
Punjab,Punjab_Dist_11,31.627,91.71,Wheat,Kharif,2021,2021-07-24,2021-12-26,25.358,95.66,3.772,405.0,29.23,95.4,18.18,6.96,0.214,29.57,420.11,1.6,43.6,Rainfed,0.0,0.5878230592559431,0.5000961752698262,1,Fallow
Uttar Pradesh,Uttar Pradesh_Dist_31,18.839,79.169,Pulses,Zaid,2020,2020-03-07,2020-06-14,46.51,100.622,2.163,64.0,31.22,49.4,18.38,6.88,0.229,47.74,292.49,2.79,2.3,Groundwater,694.0,0.7510466886215929,0.5998971163171827,0,Soybean
Maharashtra,Maharashtra_Dist_28,27.774,88.109,Soybean,Kharif,2021,2021-06-08,2021-11-12,0.678,1.339,1.975,447.0,25.34,81.1,18.1,5.48,0.286,19.83,387.87,3.25,122.0,Drip,268.0,0.8553748703858792,0.6650445228257442,0,Millet
Uttar Pradesh,Uttar Pradesh_Dist_5,15.558,74.606,Soybean,Kharif,2018,2018-07-06,2018-11-21,79.095,115.445,1.46,444.0,18.5,49.0,27.71,7.08,0.084,47.96,382.68,3.45,185.4,Rainfed,0.0,0.8037129052352219,0.6215741800988366,0,Soybean
Andhra Pradesh,Andhra Pradesh_Dist_8,26.406,75.791,Soybean,Zaid,2013,2013-04-10,2013-07-09,82.33,154.802,1.88,117.0,32.87,60.4,17.92,6.83,0.34,44.99,497.0,3.43,65.5,Sprinkler,408.7,0.5676334709498125,0.4225669062191517,0,Pulses
Karnataka,Karnataka_Dist_14,31.723,90.727,Wheat,Zaid,2020,2020-03-15,2020-07-12,84.92,699.695,8.239,67.0,16.12,74.2,22.1,6.5,0.155,47.45,341.44,2.64,8.3,Canal,823.5,0.7553633264241552,0.5801601564043612,0,Pulses
West Bengal,West Bengal_Dist_32,14.211,70.22,Wheat,Rabi,2010,2010-11-01,2011-02-22,26.714,135.151,5.059,147.0,25.64,44.5,20.11,6.95,0.252,21.06,285.67,1.0,143.4,Drip,388.6,0.6939670395070968,0.5179010413907051,1,Pulses
Andhra Pradesh,Andhra Pradesh_Dist_12,21.003,79.779,Millet,Rabi,2010,2010-10-17,2011-04-02,126.725,85.819,0.677,0.0,27.8,93.3,21.03,6.38,0.094,6.45,495.77,1.75,96.7,Rainfed,0.0,0.2740007065993412,0.22190181279548174,1,Maize
Uttar Pradesh,Uttar Pradesh_Dist_27,22.243,95.452,Rice,Rabi,2010,2010-11-12,2011-04-11,47.093,163.1,3.463,207.0,24.6,88.5,19.7,6.28,0.092,33.19,214.9,2.4,85.1,Rainfed,0.0,0.4178011550812953,0.33705811851484974,1,Maize
Karnataka,Karnataka_Dist_24,20.825,79.265,Millet,Kharif,2018,2018-07-05,2018-10-23,25.316,67.023,2.647,476.0,22.46,53.8,15.3,6.12,0.189,38.52,257.18,0.59,110.4,Sprinkler,792.8,0.95,0.7420581002905352,0,Millet
Andhra Pradesh,Andhra Pradesh_Dist_28,33.153,94.96,Wheat,Rabi,2023,2023-11-05,2024-02-18,21.469,129.803,6.046,147.0,24.54,65.0,21.39,6.67,0.318,43.5,142.45,4.41,35.1,Drip,320.6,0.6014729442428295,0.40301105272360765,0,Maize
Madhya Pradesh,Madhya Pradesh_Dist_27,12.664,92.726,Soybean,Kharif,2012,2012-06-16,2012-11-06,0.899,2.431,2.705,517.0,18.06,96.6,15.66,6.95,0.122,20.07,466.71,0.85,97.9,Drip,443.8,0.95,0.8203186189962457,1,Pulses
Tamil Nadu,Tamil Nadu_Dist_32,32.407,93.634,Maize,Rabi,2022,2022-10-04,2023-01-26,8.043,96.516,12.0,92.0,24.33,89.6,20.63,6.95,0.194,35.87,330.36,2.34,104.3,Sprinkler,719.2,0.8322521527783898,0.6262534334618137,1,Soybean
Maharashtra,Maharashtra_Dist_9,21.341,92.853,Maize,Rabi,2018,2018-11-20,2019-04-23,36.039,197.599,5.483,53.0,31.54,73.5,17.65,6.41,0.206,47.85,316.07,4.97,128.8,Rainfed,0.0,0.48000120563507365,0.37293447141994823,0,Fallow
Maharashtra,Maharashtra_Dist_28,27.697,85.459,Pulses,Rabi,2014,2014-10-17,2015-04-28,40.0,68.529,1.713,77.0,24.18,82.3,14.62,6.41,0.157,13.47,370.1,4.82,115.4,Canal,712.8,0.8684888076437711,0.7583641541858039,1,Maize
Uttar Pradesh,Uttar Pradesh_Dist_16,10.852,89.235,Sugarcane,Kharif,2023,2023-06-23,2023-11-20,54.658,6076.169,111.167,525.0,25.95,60.4,18.81,6.44,0.286,6.52,103.89,0.8,41.5,Rainfed,0.0,0.6851936729426206,0.6008731648662607,0,Soybean
Punjab,Punjab_Dist_33,28.968,77.49,Maize,Kharif,2023,2023-06-13,2023-09-27,19.858,238.296,12.0,624.0,19.89,29.7,22.33,5.7,0.288,17.61,146.71,4.02,149.7,Canal,766.3,0.95,0.7575678777697593,0,Maize
Maharashtra,Maharashtra_Dist_18,17.976,80.274,Cotton,Kharif,2016,2016-06-14,2016-10-30,54.176,73.243,1.352,503.0,20.73,59.2,16.87,6.47,0.177,29.44,99.04,2.13,52.0,Rainfed,0.0,0.6469031167598086,0.5571989472927967,0,Wheat
Tamil Nadu,Tamil Nadu_Dist_20,20.36,68.473,Cotton,Kharif,2015,2015-06-04,2015-10-10,41.993,68.026,1.62,514.0,23.4,16.3,10.78,6.96,0.24,53.07,393.45,2.74,221.2,Rainfed,0.0,0.95,0.7423947196142744,0,Soybean
Karnataka,Karnataka_Dist_24,30.548,73.583,Sugarcane,Rabi,2021,2021-10-01,2022-01-14,10.062,974.347,96.834,256.0,24.81,62.7,9.05,6.05,0.337,52.01,112.97,3.74,82.3,Rainfed,0.0,0.4519836900849328,0.3380499422898705,1,Fallow
Maharashtra,Maharashtra_Dist_21,23.346,87.791,Cotton,Rabi,2017,2017-10-16,2018-02-25,62.291,54.615,0.877,0.0,22.91,47.0,19.75,8.47,0.204,36.32,87.86,3.7,141.7,Rainfed,0.0,0.3310556881213642,0.2752820328407179,0,Soybean
Andhra Pradesh,Andhra Pradesh_Dist_22,32.463,78.435,Sugarcane,Kharif,2011,2011-07-24,2011-12-07,4.963,744.45,150.0,286.0,28.3,83.3,18.2,6.1,0.227,58.3,145.84,4.34,121.6,Drip,481.0,0.8412381816610952,0.7010103120234898,0,Cotton
West Bengal,West Bengal_Dist_34,15.804,78.188,Soybean,Kharif,2020,2020-06-21,2020-10-05,3.754,5.352,1.426,354.0,26.04,68.4,23.84,6.68,0.084,25.96,405.32,2.38,123.5,Rainfed,0.0,0.6855540468376489,0.5606651527994503,1,Wheat
West Bengal,West Bengal_Dist_8,24.172,73.231,Wheat,Zaid,2020,2020-03-18,2020-05-21,21.495,116.895,5.438,34.0,21.91,72.5,19.13,5.93,0.302,45.8,470.95,1.24,65.2,Sprinkler,372.1,0.613431371737848,0.5150244245082175,0,Millet
West Bengal,West Bengal_Dist_22,27.941,76.524,Sugarcane,Zaid,2017,2017-03-07,2017-05-14,33.159,3723.596,112.295,48.0,32.61,52.2,27.6,5.75,0.173,6.27,360.78,4.3,36.8,Groundwater,416.0,0.4682939905727549,0.3633550977463147,0,Rice
Madhya Pradesh,Madhya Pradesh_Dist_36,28.743,79.629,Sugarcane,Zaid,2015,2015-04-16,2015-06-19,43.248,5730.352,132.5,41.0,24.15,78.1,13.44,5.95,0.099,40.24,421.63,2.07,116.3,Sprinkler,597.7,0.6938784729255926,0.5277676765397287,1,Wheat
Madhya Pradesh,Madhya Pradesh_Dist_34,25.051,75.03,Wheat,Kharif,2019,2019-06-26,2019-10-01,85.175,263.69,3.096,627.0,27.14,47.1,15.07,7.28,0.073,36.2,260.21,0.58,53.5,Rainfed,0.0,0.7554066744851256,0.5755119309685841,0,Pulses
Bihar,Bihar_Dist_26,15.679,75.75,Pulses,Zaid,2018,2018-04-17,2018-08-03,16.76,19.905,1.188,77.0,28.77,82.6,14.37,7.79,0.146,47.48,488.02,4.75,39.7,Sprinkler,433.0,0.46664394354602934,0.36718767547444414,0,Rice
Madhya Pradesh,Madhya Pradesh_Dist_36,13.88,73.122,Millet,Rabi,2019,2019-10-07,2020-03-28,106.201,111.781,1.053,205.0,19.03,58.8,12.73,7.12,0.119,49.95,178.66,3.55,122.5,Rainfed,0.0,0.46957370956762723,0.370404274023315,0,Fallow
West Bengal,West Bengal_Dist_1,30.742,89.646,Pulses,Zaid,2021,2021-03-23,2021-06-09,22.684,23.702,1.045,32.0,27.79,21.8,12.94,7.34,0.265,52.34,84.02,4.85,79.3,Drip,336.6,0.39165720013253646,0.30069267694117424,1,Pulses
Karnataka,Karnataka_Dist_36,18.969,69.3,Rice,Kharif,2013,2013-06-09,2013-09-25,242.871,1185.934,4.883,389.0,34.11,87.3,20.34,7.18,0.333,14.15,202.8,1.18,0.0,Rainfed,0.0,0.4883009950566527,0.3759424754161033,0,Pulses
Uttar Pradesh,Uttar Pradesh_Dist_18,29.082,90.298,Wheat,Zaid,2013,2013-03-12,2013-06-21,158.403,570.665,3.603,102.0,31.41,48.2,13.65,4.89,0.137,49.41,282.21,3.45,82.4,Groundwater,292.0,0.44255746010835534,0.36487479471843587,0,Wheat
West Bengal,West Bengal_Dist_24,19.561,84.778,Soybean,Kharif,2021,2021-07-11,2021-11-15,22.365,67.679,3.026,552.0,25.61,44.7,19.82,6.09,0.312,33.42,241.76,0.76,118.7,Sprinkler,490.4,0.95,0.758652413855367,1,Rice
Maharashtra,Maharashtra_Dist_1,12.497,69.418,Soybean,Kharif,2021,2021-06-22,2021-11-27,31.582,95.215,3.015,608.0,25.75,57.3,16.76,7.2,0.131,53.51,103.08,4.73,70.6,Groundwater,570.6,0.95,0.803324299621386,0,Pulses
West Bengal,West Bengal_Dist_7,16.28,79.803,Millet,Zaid,2014,2014-03-09,2014-05-28,25.669,53.534,2.086,97.0,27.4,100.0,21.2,6.87,0.19,58.05,449.19,3.4,168.7,Sprinkler,485.9,0.8426432802795819,0.731141287911776,0,Millet
Bihar,Bihar_Dist_38,29.513,92.43,Millet,Kharif,2017,2017-06-03,2017-11-01,43.155,48.274,1.119,259.0,23.05,62.9,25.96,6.39,0.315,46.54,215.76,4.72,63.5,Rainfed,0.0,0.3805956943040925,0.27694807577008407,1,Cotton
Rajasthan,Rajasthan_Dist_12,27.543,73.416,Pulses,Kharif,2023,2023-06-01,2023-10-05,26.144,43.489,1.663,330.0,24.1,62.1,15.79,6.56,0.212,15.92,306.6,1.32,88.7,Sprinkler,519.4,0.8827348223183673,0.7484551805791816,0,Millet
Karnataka,Karnataka_Dist_11,27.352,93.413,Maize,Rabi,2020,2020-10-08,2021-03-11,67.576,553.658,8.193,0.0,20.07,66.9,21.86,7.53,0.237,46.83,384.79,3.61,120.5,Drip,528.6,0.5909456920394865,0.5237856992140842,0,Rice
Rajasthan,Rajasthan_Dist_26,15.286,88.742,Rice,Zaid,2018,2018-04-01,2018-06-24,16.388,61.959,3.781,102.0,24.19,41.2,19.53,6.83,0.112,53.19,300.83,4.5,143.5,Rainfed,0.0,0.4338038492817639,0.3416234779640395,0,Wheat
Punjab,Punjab_Dist_1,27.9,87.205,Wheat,Kharif,2013,2013-06-26,2013-09-25,157.952,1381.57,8.747,603.0,26.36,82.8,16.69,6.79,0.202,39.42,374.21,1.64,147.6,Sprinkler,704.8,0.95,0.7790746270944285,1,Rice
Punjab,Punjab_Dist_35,10.221,93.869,Soybean,Zaid,2011,2011-03-11,2011-05-29,40.106,45.908,1.145,75.0,29.05,73.4,20.22,6.79,0.263,12.22,360.31,4.5,127.6,Rainfed,0.0,0.3167958621195605,0.20585162368742244,1,Millet
Rajasthan,Rajasthan_Dist_10,20.166,79.246,Cotton,Kharif,2018,2018-06-18,2018-09-29,102.198,243.632,2.384,385.0,27.58,77.9,24.67,6.7,0.164,8.11,364.62,1.98,165.0,Drip,387.1,0.95,0.7678557162173718,0,Fallow
Karnataka,Karnataka_Dist_7,18.25,86.06,Millet,Kharif,2010,2010-07-05,2010-11-21,14.207,22.21,1.563,372.0,23.88,61.0,20.15,6.29,0.214,34.31,94.91,4.78,47.4,Groundwater,356.5,0.7164616222657669,0.5802548224715504,0,Maize
Andhra Pradesh,Andhra Pradesh_Dist_19,12.904,87.913,Cotton,Zaid,2016,2016-03-08,2016-05-14,6.43,10.568,1.644,49.0,18.07,60.3,11.8,5.51,0.079,28.32,464.36,3.76,107.8,Drip,526.2,0.7000965348450371,0.6017126069864088,0,Millet
Punjab,Punjab_Dist_19,16.351,89.076,Soybean,Kharif,2019,2019-06-06,2019-09-23,264.918,436.473,1.648,764.0,23.97,17.8,16.99,6.58,0.16,46.18,447.19,4.47,0.0,Rainfed,0.0,0.8540281557593757,0.6764430782471788,1,Wheat
Madhya Pradesh,Madhya Pradesh_Dist_34,16.526,90.615,Soybean,Zaid,2012,2012-04-04,2012-06-25,18.67,35.491,1.901,74.0,22.91,46.0,23.98,7.38,0.27,54.34,261.68,1.25,171.1,Drip,327.6,0.7551331227873403,0.5878710635938684,0,Pulses
Karnataka,Karnataka_Dist_32,16.908,93.438,Soybean,Rabi,2022,2022-10-21,2023-05-08,56.063,213.168,3.802,215.0,27.4,70.2,23.29,6.69,0.221,16.15,202.98,3.62,97.6,Groundwater,843.6,0.95,0.7168471984367379,0,Fallow
Uttar Pradesh,Uttar Pradesh_Dist_21,34.735,91.762,Maize,Rabi,2017,2017-10-14,2018-04-05,6.191,54.851,8.86,101.0,23.64,81.8,12.39,6.06,0.222,35.84,402.87,3.91,53.9,Drip,468.3,0.6511487583176739,0.5171359341573945,1,Wheat
Karnataka,Karnataka_Dist_10,10.681,88.351,Rice,Rabi,2012,2012-11-14,2013-04-26,2.766,10.518,3.802,208.0,17.76,65.9,26.66,6.08,0.105,7.97,320.79,3.6,154.9,Rainfed,0.0,0.6208203362570994,0.449572095414125,1,Cotton
Rajasthan,Rajasthan_Dist_27,27.352,76.691,Soybean,Kharif,2022,2022-07-16,2022-12-23,23.449,64.168,2.737,644.0,26.98,56.0,19.42,7.54,0.282,48.16,175.83,1.37,93.9,Groundwater,592.5,0.95,0.7941484433466874,0,Soybean
Tamil Nadu,Tamil Nadu_Dist_35,30.438,70.868,Pulses,Zaid,2018,2018-04-19,2018-07-21,9.598,10.007,1.043,62.0,21.62,33.9,23.7,7.08,0.08,35.84,130.35,1.45,23.6,Sprinkler,386.1,0.4827095578058396,0.3712399239053458,1,Wheat
Bihar,Bihar_Dist_6,12.195,80.017,Cotton,Rabi,2010,2010-11-04,2011-03-01,8.317,10.35,1.244,234.0,21.95,48.2,9.68,6.2,0.332,35.17,410.89,3.46,86.0,Rainfed,0.0,0.44523493164819006,0.35711267145137904,0,Cotton
Maharashtra,Maharashtra_Dist_23,34.305,92.031,Soybean,Kharif,2014,2014-06-02,2014-09-28,50.093,136.666,2.728,603.0,29.19,46.6,20.18,6.28,0.266,57.39,190.93,0.89,92.7,Canal,580.5,0.95,0.7939629064250406,1,Maize
Uttar Pradesh,Uttar Pradesh_Dist_8,31.499,80.171,Maize,Rabi,2021,2021-10-04,2022-04-11,7.555,28.264,3.741,142.0,28.21,50.0,7.02,6.78,0.068,57.67,142.07,3.86,159.3,Rainfed,0.0,0.4599993950906966,0.38283444202596695,1,Cotton
West Bengal,West Bengal_Dist_5,26.696,90.613,Pulses,Zaid,2023,2023-03-08,2023-05-12,53.649,36.735,0.685,151.0,25.13,32.5,17.1,7.08,0.19,16.74,472.53,4.08,78.1,Rainfed,0.0,0.36019138130541467,0.3029075370769706,0,Cotton
Punjab,Punjab_Dist_1,13.618,79.141,Millet,Kharif,2022,2022-07-24,2022-12-13,14.158,20.373,1.439,371.0,20.67,42.3,19.76,6.69,0.284,32.55,232.81,2.44,59.0,Rainfed,0.0,0.5951537787860185,0.47281098811176714,0,Pulses
Andhra Pradesh,Andhra Pradesh_Dist_29,33.017,69.831,Wheat,Rabi,2011,2011-10-13,2012-01-22,39.764,139.965,3.52,98.0,34.27,68.8,21.38,7.2,0.275,47.82,481.69,1.7,101.0,Rainfed,0.0,0.41665207483763794,0.3236613007515882,0,Rice
Madhya Pradesh,Madhya Pradesh_Dist_30,33.547,74.003,Sugarcane,Zaid,2018,2018-03-03,2018-05-19,49.91,4575.644,91.678,81.0,20.33,48.1,16.59,5.93,0.333,22.6,220.26,4.28,69.7,Rainfed,0.0,0.39420523086343123,0.3435225170495098,0,Soybean
Tamil Nadu,Tamil Nadu_Dist_25,33.83,74.493,Maize,Zaid,2013,2013-04-27,2013-07-07,226.172,961.378,4.251,93.0,29.75,78.4,24.67,6.52,0.164,46.91,300.3,0.56,133.3,Rainfed,0.0,0.4786299368989703,0.41035911404073494,0,Maize
Tamil Nadu,Tamil Nadu_Dist_39,21.219,96.048,Rice,Zaid,2017,2017-03-26,2017-05-28,31.101,373.212,12.0,90.0,21.33,37.7,11.68,6.7,0.346,37.42,103.26,0.73,181.7,Canal,906.5,0.95,0.7894101601065329,1,Soybean
Andhra Pradesh,Andhra Pradesh_Dist_28,18.124,71.86,Cotton,Rabi,2011,2011-10-10,2012-02-17,150.248,149.752,0.997,144.0,25.45,67.9,22.19,6.55,0.076,37.86,368.36,1.49,130.4,Rainfed,0.0,0.5510615512505123,0.39192064460164067,1,Cotton
Uttar Pradesh,Uttar Pradesh_Dist_35,20.149,72.558,Rice,Kharif,2013,2013-06-08,2013-09-10,141.797,963.977,6.798,616.0,28.43,45.4,29.03,6.27,0.096,58.7,181.66,3.73,186.1,Canal,314.5,0.95,0.7026507336724287,1,Maize
Karnataka,Karnataka_Dist_6,23.346,71.151,Wheat,Zaid,2022,2022-03-10,2022-07-08,41.436,290.746,7.017,60.0,25.73,56.8,19.25,6.91,0.191,32.47,133.83,4.13,30.5,Canal,693.6,0.6492764600743599,0.4905408972368033,0,Cotton
Maharashtra,Maharashtra_Dist_23,31.811,89.738,Sugarcane,Rabi,2018,2018-10-22,2019-04-29,23.823,2022.6,84.901,159.0,18.51,56.7,23.89,7.02,0.223,36.14,190.0,3.23,91.4,Rainfed,0.0,0.3362044147314,0.3104682367182457,1,Cotton
Punjab,Punjab_Dist_22,27.799,79.759,Millet,Zaid,2018,2018-04-19,2018-07-18,39.039,30.797,0.789,26.0,24.36,75.4,14.35,7.11,0.094,32.96,351.73,2.83,92.6,Rainfed,0.0,0.33170109026493155,0.2416091439952724,0,Fallow
Maharashtra,Maharashtra_Dist_19,17.258,70.058,Maize,Kharif,2020,2020-06-25,2020-10-11,49.89,456.472,9.15,541.0,31.11,47.0,18.42,7.19,0.189,54.54,460.74,4.2,0.0,Canal,500.2,0.8999572316245258,0.7661137545269817,0,Maize
Uttar Pradesh,Uttar Pradesh_Dist_33,21.801,72.65,Soybean,Rabi,2022,2022-11-23,2023-03-08,20.657,24.678,1.195,198.0,24.79,69.4,16.54,6.1,0.206,41.99,98.62,1.49,65.0,Rainfed,0.0,0.3265118895273477,0.24560324121825575,1,Cotton
Madhya Pradesh,Madhya Pradesh_Dist_16,34.843,71.224,Cotton,Zaid,2019,2019-03-01,2019-06-20,112.936,76.134,0.674,121.0,21.31,96.3,17.84,7.25,0.189,29.07,439.3,0.73,30.7,Rainfed,0.0,0.1424333261902147,0.17730934076975902,0,Millet
Uttar Pradesh,Uttar Pradesh_Dist_20,11.697,89.022,Rice,Rabi,2011,2011-10-09,2012-01-25,45.106,366.581,8.127,186.0,25.76,69.3,24.05,6.33,0.092,53.47,394.84,3.91,47.2,Canal,721.8,0.761593687786212,0.6099955810614649,0,Pulses
West Bengal,West Bengal_Dist_24,28.199,73.479,Soybean,Kharif,2011,2011-07-25,2011-11-24,9.231,17.636,1.911,658.0,29.43,43.4,17.38,5.82,0.26,11.26,428.21,3.92,30.0,Rainfed,0.0,0.8168179203902237,0.628018807101456,1,Pulses
Rajasthan,Rajasthan_Dist_9,33.134,83.39,Rice,Zaid,2017,2017-04-20,2017-08-12,9.074,28.616,3.154,54.0,19.83,70.0,22.11,5.94,0.214,10.63,349.93,1.96,26.1,Rainfed,0.0,0.2911478872129147,0.2456486580861738,1,Soybean
Uttar Pradesh,Uttar Pradesh_Dist_29,27.783,71.207,Soybean,Zaid,2023,2023-03-14,2023-06-25,128.651,435.378,3.384,99.0,19.8,80.9,15.56,6.42,0.324,25.74,172.39,3.24,249.2,Drip,449.6,0.8516800009948156,0.5967948722097871,1,Cotton
Tamil Nadu,Tamil Nadu_Dist_29,30.447,82.216,Sugarcane,Zaid,2010,2010-03-28,2010-06-05,12.421,1765.343,142.126,70.0,27.11,73.1,22.95,6.77,0.238,31.46,427.42,4.25,0.0,Drip,540.2,0.5343486676122768,0.4698178400686107,0,Maize
Punjab,Punjab_Dist_19,11.314,83.663,Millet,Kharif,2019,2019-07-22,2019-12-18,14.643,19.334,1.32,327.0,25.09,43.9,24.28,6.91,0.237,51.15,398.85,3.19,139.6,Rainfed,0.0,0.6469742436088359,0.535732854923237,0,Maize
Punjab,Punjab_Dist_23,10.472,71.282,Pulses,Rabi,2020,2020-10-24,2021-02-24,47.735,116.592,2.442,143.0,26.06,59.7,19.16,6.26,0.202,58.13,477.75,3.58,129.7,Canal,838.3,0.95,0.7356093144349354,1,Wheat
Punjab,Punjab_Dist_26,28.07,78.433,Millet,Kharif,2016,2016-07-23,2016-11-17,6.239,7.533,1.207,396.0,26.74,27.6,15.56,7.58,0.255,33.35,275.02,2.29,126.4,Rainfed,0.0,0.6759413414126305,0.5665036101202662,1,Cotton
Rajasthan,Rajasthan_Dist_8,14.785,94.731,Sugarcane,Rabi,2010,2010-10-19,2011-03-08,94.365,14154.75,150.0,247.0,20.87,58.2,15.55,7.13,0.34,30.35,426.43,3.65,68.6,Canal,973.9,0.95,0.8141907147811767,1,Rice
Maharashtra,Maharashtra_Dist_39,21.592,77.537,Millet,Kharif,2022,2022-06-07,2022-09-11,130.726,210.186,1.608,481.0,24.26,78.1,18.06,6.69,0.328,32.5,453.4,2.54,159.8,Rainfed,0.0,0.84366635347578,0.6681709629684576,1,Millet
Maharashtra,Maharashtra_Dist_28,31.873,90.844,Sugarcane,Rabi,2020,2020-11-03,2021-04-03,54.86,3462.17,63.109,64.0,23.25,33.1,20.34,6.72,0.115,17.3,195.53,3.14,70.8,Rainfed,0.0,0.29335004103867013,0.1887972012299554,0,Wheat
Karnataka,Karnataka_Dist_29,13.197,70.892,Millet,Zaid,2013,2013-03-14,2013-05-18,49.66,109.678,2.209,131.0,20.91,64.6,23.61,6.92,0.222,22.17,393.23,1.43,147.7,Drip,511.8,0.8217377275475138,0.6716885872486056,1,Rice
Andhra Pradesh,Andhra Pradesh_Dist_20,19.537,80.247,Maize,Kharif,2015,2015-06-12,2015-11-04,68.504,822.048,12.0,547.0,28.22,59.5,19.12,7.33,0.271,58.23,128.25,3.11,128.4,Groundwater,668.9,0.95,0.7726783471994237,1,Millet
West Bengal,West Bengal_Dist_25,24.687,88.461,Wheat,Zaid,2022,2022-03-22,2022-06-10,15.108,80.089,5.301,98.0,29.68,59.8,14.09,6.37,0.088,17.33,124.58,4.79,78.0,Sprinkler,439.3,0.6648886728253544,0.5280172133841426,0,Wheat
Andhra Pradesh,Andhra Pradesh_Dist_1,28.949,86.273,Maize,Rabi,2012,2012-11-17,2013-03-30,88.753,1065.036,12.0,176.0,28.46,61.3,22.92,6.87,0.212,54.84,96.87,2.29,78.4,Canal,958.2,0.95,0.7854536936941019,1,Wheat
Maharashtra,Maharashtra_Dist_29,19.812,68.669,Maize,Zaid,2017,2017-03-07,2017-06-22,202.095,1044.734,5.17,0.0,21.34,51.9,20.25,5.51,0.224,8.22,142.86,3.86,68.7,Drip,274.6,0.4539060626204186,0.3435737256497879,0,Fallow
Madhya Pradesh,Madhya Pradesh_Dist_35,22.639,76.718,Maize,Zaid,2016,2016-03-27,2016-06-18,21.794,108.905,4.997,58.0,26.06,52.5,16.78,5.62,0.301,44.41,227.07,3.8,168.0,Rainfed,0.0,0.4362802758485988,0.29217918965141276,0,Maize
Andhra Pradesh,Andhra Pradesh_Dist_2,20.557,84.347,Sugarcane,Rabi,2018,2018-11-14,2019-04-15,55.52,8328.0,150.0,230.0,32.43,59.1,12.95,6.42,0.327,31.43,85.87,2.47,0.0,Sprinkler,710.3,0.7868122106521652,0.6750316064299724,0,Millet
Andhra Pradesh,Andhra Pradesh_Dist_23,8.773,85.889,Millet,Zaid,2022,2022-04-06,2022-06-28,448.455,636.938,1.42,135.0,29.06,26.8,17.35,6.49,0.348,30.14,108.56,3.57,182.1,Rainfed,0.0,0.6095115176755894,0.46384117456156015,0,Millet
Tamil Nadu,Tamil Nadu_Dist_39,19.77,96.577,Maize,Zaid,2016,2016-03-26,2016-05-30,27.004,163.248,6.045,80.0,28.3,45.6,21.56,6.98,0.321,6.86,267.95,3.56,156.5,Rainfed,0.0,0.44741760311292056,0.3325766123806245,1,Pulses
